"cliente","documento","pagado","importe"
58806,"F09432360",0,552
58806,"O44424991",1,1092
58806,"W58856120",1,720
50405,"J91183703",0,1055
50405,"V40198229",0,2279
50405,"T64963784",0,1344
50405,"W14951152",0,109
50405,"P80282405",0,1222
50405,"C90099202",1,1878
50405,"G23616531",1,690
50405,"G87221320",1,509
50405,"A86732621",1,566
50405,"M26657923",0,1973
50405,"P73749434",1,1785
50405,"V70347769",0,759
50405,"M46670112",0,2151
50405,"K75816702",0,1411
50405,"M51790442",1,1022
50405,"V16390667",1,2127
71629,"A37525039",0,808
71629,"M49875385",1,1924
71629,"N90984251",1,2327
71629,"N31488928",1,863
71629,"W96211401",1,154
71629,"Y42119074",0,694
71629,"J72125910",0,1119
71629,"V74693390",0,209
71629,"Z12069603",1,1432
71629,"P43623407",1,167
80334,"D70968654",1,2017
80334,"E23916146",0,131
80334,"O80636345",0,1550
80334,"W89622375",1,1455
80334,"C35717457",1,378
67903,"D18585414",1,614
67903,"L36908637",0,734
67903,"T01845633",1,1400
67903,"B70065829",1,494
67903,"R21059217",1,2350
67903,"U34721060",0,2232
67903,"F48233239",0,1184
67903,"Q64950837",1,1809
67903,"G55226234",1,1117
63570,"B47047498",0,1246
63570,"T40093206",1,371
63570,"T32833421",0,818
63570,"C83739935",1,1060
63570,"W92458644",0,1719
63570,"L29002595",1,1272
63570,"X93986277",0,466
63570,"N60549369",0,1088
63570,"X32380138",1,2027
63570,"G70273657",1,505
24964,"L50509366",1,1398
24964,"Z87515194",1,834
24964,"E80828950",1,1248
24964,"K51651938",1,2277
24964,"F68126800",0,1444
24964,"L07063450",0,226
24964,"K46235607",1,529
24964,"O42900395",0,1233
24964,"A02450053",1,743
24964,"N98992644",1,1354
24964,"V32998092",1,574
24964,"M30215159",0,195
24964,"U29569077",0,1694
24964,"Y05749667",1,1390
24964,"O83662672",1,1066
21467,"I64120245",1,193
21467,"R64760803",1,1613
21467,"N56252819",1,1837
21467,"G73723503",0,1527
21467,"S35541189",1,902
21467,"G07467231",1,2302
21467,"Y23076462",1,673
21467,"M77741629",1,812
21467,"J02474605",0,854
21467,"O36795115",1,1453
21467,"C36499012",0,1608
21467,"F36073800",1,680
21467,"X22748064",1,1139
21467,"W47497739",1,2255
21467,"H42620744",0,723
21467,"T44124289",0,289
21467,"W29030354",0,738
21467,"Z21695909",1,109
21467,"P22710955",1,2098
39696,"K83472987",1,2008
39696,"L49122425",0,1445
39696,"H02877037",0,1035
39696,"L86318178",0,808
39696,"I90356934",1,514
39696,"C77642632",1,1977
76222,"A56113674",0,1387
76222,"J87218003",0,1776
76222,"L15184716",0,2059
76222,"X21516597",0,1205
76222,"I07717189",1,121
76222,"M39745077",0,1584
76222,"N43614497",1,176
76222,"G10608455",0,895
76222,"W37277566",1,37
76222,"B03176009",1,387
76222,"W30006038",0,428
76222,"G88200166",0,1925
76222,"V33547439",1,1387
76222,"K05706934",1,1490
12063,"T95272876",0,2126
12063,"Q41924899",1,362
12063,"N51495694",0,298
12063,"B85861875",0,1060
12063,"F52627627",0,1471
12063,"A47102783",1,1323
12063,"T63940965",1,154
35336,"V59296465",0,1808
35336,"O74483968",1,862
35336,"S67962248",0,1080
35336,"U74279538",1,906
35336,"T37190623",1,1425
35336,"G86193707",0,299
35336,"D21761717",0,665
35336,"M06252152",0,892
35336,"H05251888",0,433
35336,"Q93310109",1,1726
35336,"J95392954",1,12
12798,"Z83925811",0,513
12798,"H04754944",1,2004
12798,"K35285033",0,515
12798,"X43250471",1,1178
12798,"H01494779",0,251
12798,"I11321810",1,2126
12798,"Y35014409",1,1408
12798,"Z89904937",0,1784
12798,"W72274391",1,1560
12798,"U68825895",0,1246
12798,"M34998525",0,1540
12798,"Z58595648",0,2294
12798,"N47653194",1,1877
12798,"S34181398",1,777
15316,"A60927064",0,1152
15316,"A55723827",0,490
15316,"M74442651",0,14
15316,"B30541223",1,2239
15316,"X64555480",1,557
15316,"N09051060",1,182
15316,"Z92118392",1,1075
15316,"A73205783",0,2089
15316,"R72201678",0,1458
15316,"P84684671",1,1322
15316,"Z64707315",1,948
15316,"K99270434",0,2055
15316,"Z62931661",0,929
15316,"K13073875",1,889
15316,"W44722443",1,756
59702,"K32553049",1,1476
59702,"B23667524",0,965
59702,"B10299019",1,146
59702,"D03551041",0,410
59702,"Q32353786",0,1331
59702,"N46184369",0,2038
59702,"V74587746",0,202
59702,"M50389540",1,2046
59702,"X31660315",1,199
59702,"U16574355",0,2126
59702,"B75823645",1,1195
59702,"F48572202",0,1183
59702,"R50340455",0,224
59702,"P43545276",1,60
59702,"R45093672",1,725
59702,"A37605157",0,430
59702,"F21618429",0,675
59702,"B88234078",0,1204
59702,"V63834518",1,672
59702,"Z25368423",1,543
14905,"L41889219",1,2086
14905,"V41509309",0,114
14905,"R14248086",0,1849
14905,"P92817908",0,2135
14905,"E44298125",1,1147
14905,"W92916846",0,1034
14905,"U84681903",0,1210
14905,"O16772859",1,1189
14905,"E87389513",0,2289
14905,"U56921084",0,1705
14905,"R91981024",1,1445
14905,"C78634897",1,576
14905,"G55724447",1,1918
14905,"L06255815",1,1202
14905,"P35821772",0,1877
14905,"Q78407604",0,1353
14905,"A29278243",1,1181
14905,"F55270137",1,2169
86134,"G49364179",1,1891
86134,"E23610440",1,406
86134,"A37983188",1,2256
86134,"J53318800",1,303
86134,"Q23853459",0,476
86134,"X13893560",0,1276
86134,"P55351419",0,2307
86134,"A89305082",1,1834
86134,"K22152003",1,1958
85370,"K61734939",0,771
85370,"U12919895",1,914
85370,"O90839972",0,1358
85370,"J70961269",1,1021
85370,"H27808905",1,581
85370,"P28999737",0,967
85370,"D25973050",0,598
85370,"L94959487",0,354
85370,"W33442160",1,2312
85370,"L70852236",1,144
40341,"L58602250",1,1159
40341,"O78912972",1,1919
40341,"N33927533",1,585
40341,"U12160111",0,1289
40341,"S94522920",0,540
40341,"W51934617",1,1146
40341,"H00221186",1,530
74354,"L88586397",0,471
74354,"K43329309",1,72
74354,"D20413555",0,671
74354,"A47931038",0,1798
74354,"I66007543",1,939
74354,"V77651909",1,1402
41480,"G98576685",0,1839
41480,"Z31510315",0,246
41480,"U90974556",1,1160
41480,"A06457291",1,1124
41480,"D40011124",1,2282
41480,"S01910740",0,270
41480,"U51644643",0,1675
41480,"J69695489",1,156
41480,"K78581626",1,146
63856,"B01008235",1,2108
63856,"S62733004",0,260
63856,"A05435610",0,221
63856,"I49732946",1,1037
63856,"P33382800",1,2233
20248,"B26532851",0,816
20248,"W61803126",1,823
20248,"D80774039",0,1680
20248,"S12077840",0,1479
20248,"K20920327",0,1466
20248,"K89333544",0,267
20248,"Q29789063",1,2348
20248,"T58385999",1,688
41012,"L59066126",1,1346
41012,"A94850675",1,1669
41012,"T28323600",1,1890
41012,"N91185045",0,1997
41012,"K37752817",0,2146
41012,"K46218681",0,1898
41012,"Q07235674",0,414
41012,"N08723481",0,557
41012,"E89638843",0,1593
41012,"Q27101887",1,259
41012,"W66428195",0,338
41012,"D48512558",0,103
41012,"K68889897",1,368
41012,"U71741621",1,2229
49042,"E38871032",0,583
49042,"B98213550",1,658
49042,"Q42831849",1,1763
49042,"I72878386",0,1224
49042,"E68168965",0,596
49042,"R78764655",0,982
49042,"Y37299047",1,1515
49042,"O70252447",1,152
49042,"L25246151",0,1863
49042,"X81834557",1,816
49042,"B76510870",0,872
49042,"U82111625",0,1686
49042,"V98233649",1,1122
49042,"G28273597",0,401
49042,"C97817708",0,419
49042,"H55864705",1,272
49042,"A88364678",1,889
44006,"C42731387",0,2206
44006,"P87130317",0,1715
44006,"D14361393",1,1035
44006,"R06739124",1,831
44006,"Z27719630",1,2272
44006,"C41217139",1,981
44006,"B07856919",1,350
44006,"S07116715",0,236
44006,"X21073879",1,1401
44006,"G52791490",0,924
44006,"S74550729",0,1664
44006,"Z21784042",1,1692
44006,"P02219607",0,1218
44006,"K81206516",0,231
44006,"P73439017",0,1078
44006,"S78055392",1,2340
44006,"L24457890",1,1778
12465,"N49554170",0,470
12465,"W69692327",1,1239
12465,"K31767201",1,1233
12465,"R85301518",0,1973
12465,"L15899428",0,2073
12465,"C29561431",1,91
12465,"V96214637",1,1478
51264,"S97498777",1,339
51264,"R69039491",1,949
51264,"Z78972276",1,776
51264,"K69369788",1,671
51264,"H44524525",0,1053
51264,"Z75391950",0,1606
51264,"B11552730",1,59
51264,"X00204385",1,1230
51264,"E38188653",0,2154
51264,"O48426343",0,260
51264,"K59278591",0,629
51264,"J08583753",0,2237
51264,"R02550511",1,1711
51264,"P33631234",1,54
83427,"G92943634",0,34
83427,"H63392415",1,1338
83427,"X45468129",1,2020
83427,"P04053495",1,377
83427,"O91912276",0,96
83427,"Z98573246",0,1652
83427,"M58183357",0,504
83427,"L01836110",1,443
83427,"Q63346244",0,1577
83427,"F12507718",1,1157
83427,"A29632068",1,2048
83427,"U61500406",1,1199
83427,"Q87688403",1,1160
83427,"X52918297",0,2212
83427,"H16029039",1,408
83427,"U51687649",0,323
83427,"N90201007",0,1832
83427,"X55313809",0,1314
83427,"B58417883",1,1192
83427,"H98359817",1,1325
53776,"J50877106",1,1121
53776,"W15776915",1,995
53776,"P44179069",0,134
53776,"G60309831",1,1093
53776,"Z89439612",0,457
53776,"G28746069",0,1235
53776,"U12298041",1,694
53776,"A46596463",1,215
13251,"R20088582",0,1119
13251,"Z64604192",0,651
13251,"V47299597",0,1021
13251,"H93813622",0,1153
13251,"O35602861",1,82
13251,"L35495384",1,1112
57292,"R20809626",0,775
57292,"Q08325326",0,50
57292,"F20413594",1,2058
57292,"F94786785",1,1287
86360,"Z87856037",1,1516
86360,"Q21486313",0,1141
86360,"F52880589",0,869
86360,"N81938407",1,598
86360,"P69996590",1,183
37622,"G10256054",1,524
37622,"I80873046",0,2160
37622,"L54410179",1,435
37622,"B66032526",0,1754
37622,"V02166612",1,2066
37622,"I98193283",1,84
37622,"C16776352",1,510
37622,"Z18193722",1,1470
37622,"L50140350",0,921
37622,"Q68587585",0,424
37622,"R38912061",1,313
37622,"H32642512",0,990
37622,"Y81250177",0,1095
37622,"Z82212911",1,397
37622,"C20462166",1,548
87053,"T76659743",1,600
87053,"R62947035",0,2129
87053,"Z86240182",1,1137
87053,"V31501808",0,347
87053,"N21433988",1,532
87053,"F29764513",0,971
87053,"V93554291",1,1509
87053,"I61735235",1,2335
87053,"B86255087",0,1024
87053,"L39704155",0,398
87053,"W07227782",0,1432
87053,"T35697554",0,224
87053,"O75004429",1,2177
87053,"P05868393",1,2236
74232,"M77348455",1,1189
74232,"L23154380",0,784
74232,"W96444935",0,1206
74232,"J38728238",1,592
74232,"V90563781",1,872
36152,"O98396231",1,310
36152,"B35427624",0,388
36152,"M31494260",0,924
36152,"A12814624",0,328
36152,"J18421028",0,1774
36152,"A40293157",0,698
36152,"L44599093",1,887
36152,"L99775856",1,827
52973,"S95520431",1,1519
52973,"W75952736",0,1624
52973,"V97790376",1,1992
52973,"V65027091",0,485
52973,"Z30602084",1,1539
52973,"H86585195",1,265
52973,"G86893083",0,872
52973,"Q94761416",0,1947
52973,"D02935043",0,949
52973,"Z91376873",1,1922
52973,"K47598740",1,1423
52973,"Z42912352",1,1751
52973,"I09491182",0,705
52973,"L71693196",0,968
52973,"K75570005",0,1608
52973,"O03212154",0,1922
52973,"E30295972",1,759
52973,"F78740543",1,512
80345,"O32780264",1,1883
80345,"S03243168",0,1687
80345,"U92927045",0,2168
80345,"G40637666",0,25
80345,"O46447017",1,1549
80345,"V13241065",0,1554
80345,"N93526348",0,810
80345,"J38513446",1,1165
80345,"J19766073",1,2120
23382,"L90529536",0,2079
23382,"Z07734081",1,2061
23382,"Q71169508",0,2098
23382,"X65557289",1,357
23382,"N17751252",0,655
23382,"W03135227",1,564
23382,"X82066884",0,2088
23382,"B70083811",0,134
23382,"F64036697",1,537
23382,"F60332822",1,2314
51530,"W59713954",1,2217
51530,"P66799953",1,1482
51530,"S77886144",1,2336
51530,"N02493200",0,2063
51530,"X35229775",1,1305
51530,"I12279160",0,264
51530,"H21046993",1,750
51530,"J52400326",0,2238
51530,"L60113237",0,929
51530,"T35112557",0,1614
51530,"J65446880",1,1903
51530,"A04475734",1,1398
51530,"Z90295474",1,260
51530,"A63047122",0,1948
51530,"T57154852",0,1705
51530,"U55854574",0,1581
51530,"W01239885",0,1777
51530,"O71528592",1,342
51530,"Q96020741",1,1819
59717,"E12776115",1,792
59717,"V85967986",1,1847
59717,"D88684157",0,721
59717,"Q74629031",0,210
59717,"D57074942",0,128
59717,"C29060728",0,2351
59717,"Y84050352",0,446
59717,"Z41017286",0,329
59717,"U19057071",0,22
59717,"P69526401",1,685
59717,"F86461686",1,793
80193,"X00071492",0,838
80193,"E55844250",0,1764
80193,"N57832861",0,1002
80193,"J89261790",1,2343
80193,"M56263622",0,498
80193,"L40588503",0,1264
80193,"R13517725",1,1171
80193,"S11682015",1,2317
80193,"A69425752",0,81
80193,"H82077007",0,1284
80193,"K76532882",1,66
80193,"C99318053",1,1280
38066,"D72407973",0,1281
38066,"A58884673",0,590
38066,"T39262637",0,290
38066,"O98038021",0,2155
38066,"U74144887",1,1868
38066,"N49257660",1,379
76008,"K18654320",0,2074
76008,"B69579103",1,1698
76008,"G96743031",1,959
76008,"M66322285",0,1129
76008,"Q99130445",0,523
76008,"A07806812",0,437
76008,"L33749143",0,1846
76008,"L71153200",1,1307
76008,"S12439684",1,305
31079,"A48624639",0,1202
31079,"M94033117",1,402
31079,"T51882217",0,1275
31079,"U03451191",0,867
31079,"J57430692",1,313
31079,"Z47460752",1,409
39144,"D55999624",0,17
39144,"A23874106",1,1850
39144,"A81945666",1,577
39144,"Q44032158",0,802
39144,"V88130789",0,1570
39144,"W51019000",0,945
39144,"N48220169",1,2277
39144,"U62080265",0,2244
39144,"T70291530",0,2032
39144,"G53605696",1,824
39144,"G13618818",1,344
19709,"R88806764",1,2112
19709,"Z86503089",0,1331
19709,"W77757220",1,1035
19709,"G74863258",1,622
19709,"M38508454",1,1808
19709,"X63371778",1,754
19709,"O88519916",0,727
19709,"V28321817",1,2013
19709,"H63253506",0,1421
19709,"H24328955",1,1550
19709,"E38643668",0,1668
19709,"P97028715",1,270
19709,"U60482940",1,1164
19709,"E75948592",0,1704
19709,"I86016629",0,254
19709,"S08262896",0,1852
19709,"P87209934",0,388
19709,"V33880450",0,1538
19709,"P04947486",1,1395
19709,"V59390605",1,2068
46381,"S36880839",0,674
46381,"L24790392",0,914
46381,"X62693223",0,1082
46381,"O33716664",1,1644
46381,"H50368189",0,1847
46381,"W06625474",0,375
46381,"Q38796563",0,720
46381,"J34303974",0,1123
46381,"R48724944",1,2042
46381,"S06635541",1,1902
46381,"W57489487",0,1768
46381,"Z22184683",0,129
46381,"I66371988",0,126
46381,"C71172695",1,2326
46381,"B58342605",0,1604
46381,"O31362783",0,1749
46381,"R47914928",0,1072
46381,"H41658675",1,2239
46381,"X97827713",1,138
15890,"O53384660",0,1722
15890,"L33851060",1,450
15890,"Q88872416",0,1031
15890,"O07219471",0,1196
15890,"L75576785",1,1933
15890,"S49700787",1,1166
25438,"K81005740",1,556
25438,"O06542912",0,2288
25438,"X97040904",0,908
25438,"E47358911",1,2247
25438,"W49133420",1,177
45973,"K14137764",1,1965
45973,"E34133710",1,2341
45973,"P57586904",0,2229
45973,"R59601782",1,189
45973,"N99092748",1,1276
45973,"Y52770220",0,570
45973,"D32862760",0,812
45973,"J19045935",0,104
45973,"X68345028",0,101
45973,"V97877527",1,429
45973,"C31098576",1,1394
76906,"X03849642",0,1670
76906,"I40444935",0,2044
76906,"M94830768",1,821
76906,"N42083675",0,996
76906,"R39780514",0,36
76906,"C55655058",1,1101
76906,"Q32784660",1,803
61340,"I06656478",1,210
61340,"B46886645",0,2065
61340,"Y76721023",0,1355
61340,"N94203191",0,782
61340,"Y08214933",0,491
61340,"J84222721",1,281
61340,"C17252193",0,394
61340,"L81866881",0,1516
61340,"G48969811",0,825
61340,"A44340929",1,1028
61340,"J86980722",1,273
46855,"N28115594",1,991
46855,"M31604111",0,1721
46855,"M46463254",1,265
46855,"B82889231",1,204
46855,"N32877588",0,614
46855,"E79894579",1,1587
46855,"H35673840",1,1786
46855,"S96520524",0,1567
46855,"Q40539488",0,1454
46855,"H34724079",0,1778
46855,"J00847750",0,2335
46855,"H76385392",0,2291
46855,"W83536816",0,1886
46855,"V76395260",0,63
46855,"S83865255",0,460
46855,"Y55007699",1,2019
46855,"Q07918685",1,574
83252,"O80217665",0,1767
83252,"T29355899",0,645
83252,"X55227337",0,1763
83252,"G82032430",1,1304
83252,"G01199024",1,953
41939,"N39857170",1,677
41939,"F39453187",1,239
41939,"O09196911",1,529
41939,"F03634106",0,1821
41939,"G84279598",0,490
41939,"T42853565",0,1479
41939,"H50414957",0,1374
41939,"N16254128",0,2304
41939,"M62243315",1,1899
41939,"C04946897",1,435
41939,"T48071536",1,421
41939,"K61822450",1,1186
41939,"I37203700",0,487
41939,"A77663721",0,2048
41939,"D64403428",1,2249
41939,"G47034441",1,489
34014,"F50756149",1,2216
34014,"Z68152917",0,2229
34014,"I07463051",0,2280
34014,"Y42534318",1,537
34014,"D26154628",0,619
34014,"Z13216482",0,1459
34014,"Y10821662",0,333
34014,"K57095431",1,743
34014,"Z53208373",0,2283
34014,"H82070847",0,468
34014,"Y68694505",1,2306
34014,"N45979050",1,179
21280,"D07711586",1,38
21280,"I45826509",0,657
21280,"W52152075",0,1289
21280,"I49397135",1,463
21280,"R24149220",1,1049
31103,"I49988284",0,2136
31103,"L71684311",1,690
31103,"R78226221",0,1985
31103,"Q05093142",0,614
31103,"B95601727",0,495
31103,"X43007637",0,2023
31103,"C50159630",1,2213
31103,"Z51690855",1,97
63558,"D87292098",0,2332
63558,"Y82451858",0,1117
63558,"O41897018",1,1552
63558,"S52688934",1,1983
63558,"T08777066",0,899
63558,"S27714635",0,73
63558,"P96482872",0,333
63558,"J75203222",1,778
63558,"B59145679",1,846
67742,"L31063211",1,187
67742,"T98980725",1,1194
67742,"Y32071034",1,141
67742,"Q03524091",1,742
67742,"O89218156",1,673
67742,"L44117746",0,595
67742,"R27036290",1,1344
67742,"G03691767",0,983
67742,"B99702215",1,2152
67742,"H55302133",0,2016
67742,"T32039945",0,837
67742,"W71896202",1,31
67742,"T09367410",1,1107
79813,"G19155990",1,1650
79813,"R03413952",1,2205
79813,"G66848644",0,1452
79813,"O72649455",0,1189
79813,"W77131220",1,45
79813,"M25802736",1,1105
61668,"U55793078",1,2339
61668,"K64847699",1,31
61668,"I52912054",1,1802
61668,"K73172061",0,64
61668,"J52981559",1,599
61668,"J64261191",1,1488
61668,"N46120964",1,1117
61668,"Z00014925",1,1390
61668,"M22542618",1,1921
61668,"Q76670428",0,648
61668,"N25029901",1,616
61668,"S29490313",0,2352
61668,"O47626209",0,1845
61668,"X88041579",0,1582
61668,"H58602413",0,1501
61668,"Q50890433",1,1646
61668,"V06194358",0,2239
61668,"Z14170544",0,920
61668,"C16349821",1,1336
61668,"T57656494",1,209
37000,"J99351068",1,1558
37000,"I02655660",1,368
37000,"G22885490",0,1777
37000,"V49706611",1,300
37000,"Z12369057",0,413
37000,"J97814021",0,1765
37000,"O63155793",0,1440
37000,"C51014026",0,1370
37000,"H34222927",1,1899
37000,"B97297805",1,1156
37000,"K06399720",0,627
37000,"M47872492",0,1588
37000,"W75266292",0,2325
37000,"V84653098",0,2344
37000,"V11447501",0,1973
37000,"P98683134",0,1520
37000,"K42081793",1,708
37000,"H66008049",1,956
31596,"U67366400",1,1786
31596,"J86454631",0,1051
31596,"Q98077916",0,231
31596,"J40533582",0,129
31596,"K56607690",1,143
31596,"S52621513",1,1355
16869,"L45102786",0,823
16869,"B31137660",0,2223
16869,"M77970987",0,1730
16869,"D78466879",1,2174
16869,"Q18863608",1,1105
39223,"A26212826",0,1967
39223,"M54319649",0,286
39223,"W54575131",1,811
39223,"U21057310",0,1856
39223,"I21530861",0,2110
39223,"I05234769",1,1251
39223,"V62234938",1,1855
39223,"Y08204962",0,2187
39223,"Z19001059",0,1634
39223,"C86444760",1,444
39223,"F21209051",1,841
73170,"P31656300",0,363
73170,"B72153850",1,787
73170,"X84665504",0,330
73170,"M57231839",0,1036
73170,"Z04941065",1,443
73170,"X59693634",0,918
73170,"A26587170",1,2178
73170,"Q74591419",0,1181
73170,"N53586962",0,1477
73170,"F66562716",1,1994
73170,"E55846920",0,2169
73170,"D51621126",0,1695
73170,"I48669115",1,1553
73170,"Z19690974",1,1298
73170,"S98337126",0,1053
73170,"D30336250",0,1289
73170,"V77886991",0,826
73170,"T55128834",1,1291
73170,"A75119777",1,806
35484,"I40153681",0,2090
35484,"F15679862",1,1470
35484,"C85584552",1,1248
35484,"T85072202",1,963
35484,"L11136633",1,859
35484,"Z90253900",1,1697
35484,"Z47646860",1,2021
35484,"H13176420",0,996
35484,"A55265698",0,1648
35484,"U99728879",1,1878
35484,"H49736524",1,1661
35484,"S73659406",0,2190
35484,"O44691349",0,1437
35484,"A80802837",1,2097
35484,"H82939736",1,674
13385,"M10126358",0,429
13385,"H32105753",1,1488
13385,"M17434690",1,985
13385,"P42929222",1,772
13385,"S75983687",0,433
13385,"Y29960916",0,326
13385,"P62442458",0,46
13385,"K20401447",1,619
13385,"Z86305353",0,1698
13385,"L79227066",0,2034
13385,"J71090253",1,539
13385,"J95532898",0,1626
13385,"A96395414",0,231
13385,"R82032874",0,774
13385,"N01652485",0,643
13385,"N63257669",1,297
13385,"S68091848",1,330
69955,"E72786665",1,329
69955,"D19576652",1,1690
69955,"U16908524",0,291
69955,"C05770915",1,2083
69955,"K71050277",0,1173
69955,"H59643156",0,372
69955,"C39924657",1,1720
69955,"Q04761864",1,220
80203,"S52660813",0,2083
80203,"U33291573",0,1561
80203,"L17092174",0,2212
80203,"L35348403",1,2172
80203,"U34561559",1,1530
54950,"K74129852",0,835
54950,"Q34910187",0,299
54950,"Q02568135",1,2075
54950,"D38926027",0,1275
54950,"I88911999",1,1867
54950,"A05805501",0,826
54950,"I42423799",1,300
54950,"M13409406",1,1759
54950,"S78014940",1,888
54950,"W68950635",1,1483
54950,"E18129683",1,1130
54950,"C55055456",1,1990
54950,"H96453533",0,2027
54950,"J06202564",0,705
54950,"V54821749",0,1024
54950,"U31680387",1,1876
54950,"Q03424091",1,193
55240,"U35367810",1,170
55240,"A83372692",0,823
55240,"V35273792",1,1484
55240,"P82529159",1,634
55240,"T48076822",1,1574
55240,"F59789108",0,229
55240,"X96831420",0,1971
55240,"N08248197",1,1453
55240,"L08870035",0,162
55240,"F97359156",0,783
55240,"A84261721",1,1562
55240,"H57819536",1,1865
51161,"H19737253",0,703
51161,"M07111393",0,448
51161,"P22769546",0,2252
51161,"S83262815",1,676
51161,"L88675915",0,358
51161,"V06681938",0,1033
51161,"A42569676",1,1757
51161,"E27974362",1,824
72627,"F67790522",1,2049
72627,"W97980160",1,621
72627,"F18148235",1,1019
72627,"X77104051",0,148
72627,"K49896863",1,454
72627,"P10865472",1,1419
72627,"D79070302",1,164
72627,"L13204811",0,987
72627,"E39124883",1,492
72627,"S03383142",0,606
72627,"G15557674",1,1235
72627,"B05003901",1,1573
72627,"V04006941",0,737
72627,"R43296984",0,343
72627,"Z07496201",1,506
72627,"E48161322",1,232
73710,"A87274713",1,323
73710,"N41389675",0,1574
73710,"W58825358",1,1828
73710,"X99634406",0,1887
73710,"B78620264",1,547
73710,"G01501428",0,1907
73710,"G98745815",0,650
73710,"D73377859",0,1174
73710,"Q02090422",0,960
73710,"W23436812",1,1759
73710,"Q29693191",1,2336
69593,"Z77422928",1,1301
69593,"T15760767",1,510
69593,"F42206482",0,2331
69593,"E89885695",0,2339
69593,"D90276554",1,491
69593,"T56595325",0,1903
69593,"H92786756",1,2056
69593,"H46690325",0,1877
69593,"I93128725",1,1172
69593,"G74909889",0,1912
69593,"X80660890",0,301
69593,"G29060565",1,627
69593,"V89435810",0,36
69593,"A78327671",0,121
69593,"U47447291",0,2172
69593,"Y67134059",0,58
69593,"H69110200",1,1136
69593,"N43460802",1,1863
39344,"I40051097",0,1187
39344,"P65678227",1,553
39344,"Q66533641",0,25
39344,"C17138745",0,823
39344,"Q83556747",1,1169
39344,"P21964440",1,1816
39344,"U20662256",0,675
39344,"E28177214",0,702
39344,"N86877451",0,383
39344,"P76490202",0,356
39344,"F08145686",1,1129
39344,"R07631297",1,1525
64604,"J32180565",1,1968
64604,"E84980778",1,2280
64604,"X53054111",0,527
64604,"L26961067",0,1364
64604,"P15030500",1,1632
64604,"I85085472",0,363
64604,"O50886933",0,1991
64604,"Q66137057",0,758
64604,"O85098402",1,1539
64604,"L85067616",1,1727
33464,"K08654976",1,2298
33464,"F59046915",1,1039
33464,"B49051110",0,1906
33464,"W48760750",0,2252
33464,"N08276741",0,2280
33464,"S82417162",1,1583
33464,"C99522398",1,1188
33464,"X87049386",0,470
33464,"P95463131",1,2080
33464,"I25156811",1,162
33464,"L67338092",0,187
33464,"H96972718",1,357
33464,"C75027962",0,1378
33464,"B29601511",0,1428
33464,"Y54738618",0,1186
33464,"J74217228",1,2320
33464,"X89093817",1,2308
11769,"D71353060",1,279
11769,"D63150302",0,703
11769,"X33537146",0,1550
11769,"R36073367",1,373
11769,"J87591775",1,1759
69463,"F81378575",0,2286
69463,"R36172964",1,664
69463,"L66881842",1,615
69463,"R44391794",0,726
69463,"Z81163677",1,102
69463,"Y72535078",0,1084
69463,"A34256598",0,2264
69463,"A76310109",0,709
69463,"W26501652",1,1094
69463,"D81195330",0,1477
69463,"Y77330660",0,1857
69463,"Y44059327",0,1876
69463,"S36922828",0,10
69463,"H35424329",0,1751
69463,"I66867070",1,1394
69463,"V01007692",1,1566
83232,"D74359478",0,1010
83232,"J35133917",0,905
83232,"U57908025",0,951
83232,"E60783957",1,226
83232,"O92560344",1,1756
17043,"P75222907",1,2014
17043,"M14882933",1,1487
17043,"J24216013",0,2013
17043,"W98985484",0,1565
17043,"V39128723",1,2315
17043,"M52157887",0,1033
17043,"U79397991",0,1728
17043,"M53029825",1,1386
17043,"I47524534",1,642
15735,"F58730155",1,713
15735,"I22813402",0,2108
15735,"R94399218",1,1803
15735,"A63053103",1,441
15735,"P79262386",0,1859
15735,"E91819701",1,565
15735,"T88642944",0,42
15735,"I24967557",0,515
15735,"W04321254",0,1950
15735,"V00317541",0,1843
15735,"G69567058",1,1734
15735,"Z43895707",1,1998
21335,"Y73594454",1,1120
21335,"D48107822",1,2155
21335,"T02618098",0,373
21335,"K27915252",1,1325
21335,"F43109403",0,1755
21335,"X73151194",1,201
21335,"C50605425",0,2084
21335,"A97928371",1,746
21335,"K05576458",1,412
21335,"E03100374",0,1083
21335,"I25589401",1,952
21335,"C73412799",1,1231
21335,"P62211901",1,1659
21335,"U12175173",0,980
21335,"E09340685",0,2286
21335,"A38291460",0,982
21335,"V81519765",1,1541
21335,"V89703070",1,1101
82168,"F04142341",0,1469
82168,"T62557377",0,1661
82168,"B66309219",1,1023
82168,"G15208876",1,1971
18712,"U97064260",1,1822
18712,"R58169941",1,2219
18712,"L90676562",0,445
18712,"O41071372",0,2114
18712,"I73399895",0,2205
18712,"K53253591",0,390
18712,"T85996757",1,2047
18712,"B14323430",0,320
18712,"B22043560",0,608
18712,"Z71841066",0,1179
18712,"H06514084",0,1066
18712,"S58786300",1,226
18712,"L70859461",0,1358
18712,"Q25477132",1,192
18712,"E47021887",0,1810
18712,"O59812153",0,1729
18712,"A94510704",0,537
18712,"V51940165",1,828
18712,"T46682794",1,1766
13254,"W08718304",1,420
13254,"J25254507",0,1445
13254,"P33371768",0,2329
13254,"P42759641",0,1767
13254,"H52708439",0,1046
13254,"F84267681",1,2314
13254,"J65643761",0,1974
13254,"O31613607",0,187
13254,"D59787543",1,928
